[1][0m:0s][2600]               [OPEN DEBUG FILE]  Opening Debug File
[38][0m:0s][5]                      [AV_FileVar]  --------------------------------------------------
[39][0m:0s][12]                     [AV_FileVar]  Generating for [NPC_ | 04430FSkyrim.esm | EncForsworn04TemplateBossMelee]
[40][0m:0s][25]                     [AV_FileVar]    Generating 1 entries for [NPC_ | 0013BEAutomatic Variants.esp | AV_OrigVar_EncForsworn04TemplateBossMelee]
[41][0m:0s][5]                      [AV_FileVar]  --------------------------------------------------
[42][0m:0s][11]                     [AV_FileVar]  Generating for [NPC_ | 064A69Skyrim.esm | DA13EncAfflicted01TemplateMagic]
[43][0m:0s][24]                     [AV_FileVar]    Generating 1 entries for [NPC_ | 000F95Automatic Variants.esp | AV_OrigVar_DA13EncAfflicted01TemplateMagic]
[44][0m:0s][5]                      [AV_FileVar]  --------------------------------------------------
[45][0m:0s][10]                     [AV_FileVar]  Generating for [NPC_ | 0C39F1Skyrim.esm | EncCowPainted]
[46][0m:0s][28]                     [AV_FileVar]    Generating 1 entries for [NPC_ | 003944Automatic Variants.esp | AV_BellyachesAnimals_HighlandCow_Skin_BeltedGalloway_EncCowPainted]
[47][0m:0s][7]                      [AV_FileVar]    Generating 1 entries for [NPC_ | 003945Automatic Variants.esp | AV_BellyachesAnimals_HighlandCow_Skin_Black_EncCowPainted]
[48][0m:0s][6]                      [AV_FileVar]    Generating 1 entries for [NPC_ | 003946Automatic Variants.esp | AV_BellyachesAnimals_HighlandCow_Skin_Brown_EncCowPainted]
[49][0m:0s][7]                      [AV_FileVar]    Generating 1 entries for [NPC_ | 003947Automatic Variants.esp | AV_BellyachesAnimals_HighlandCow_Skin_Orange_EncCowPainted]
[50][0m:0s][7]                      [AV_FileVar]    Generating 1 entries for [NPC_ | 003948Automatic Variants.esp | AV_BellyachesAnimals_HighlandCow_Skin_White_EncCowPainted]
[51][0m:0s][7]                      [AV_FileVar]    Generating 1 entries for [NPC_ | 001081Automatic Variants.esp | AV_OrigVar_EncCowPainted]
[52][0m:0s][4]                      [AV_FileVar]  --------------------------------------------------
[53][0m:0s][12]                     [AV_FileVar]  Generating for [NPC_ | 10D3C2Skyrim.esm | ArgonianMalePreset07]
[54][0m:0s][24]                     [AV_FileVar]    Generating 1 entries for [NPC_ | 000DB0Automatic Variants.esp | AV_OrigVar_ArgonianMalePreset07]
[55][0m:0s][5]                      [AV_FileVar]  --------------------------------------------------
[56][0m:0s][11]                     [AV_FileVar]  Generating for [NPC_ | 038A26Skyrim.esm | EncDraugr03TemplateMagic]
[57][0m:0s][33]                     [AV_FileVar]    Generating 1 entries for [NPC_ | 0027E5Automatic Variants.esp | AV_StarXAVPackage_Draugr_Skin_STXDraugr01_EncDraugr03TemplateMagic]
[58][0m:0s][150]                    [AV_FileVar]    Generating 1 entries for [NPC_ | 0027E6Automatic Variants.esp | AV_StarXAVPackage_Draugr_Skin_STXDraugr02_EncDraugr03TemplateMagic]
[59][0m:0s][13]                     [AV_FileVar]    Generating 1 entries for [NPC_ | 0027E7Automatic Variants.esp | AV_StarXAVPackage_Draugr_Skin_STXDraugr03_EncDraugr03TemplateMagic]
[60][0m:0s][7]                      [AV_FileVar]    Generating 1 entries for [NPC_ | 0027E8Automatic Variants.esp | AV_StarXAVPackage_Draugr_Skin_STXDraugr04_EncDraugr03TemplateMagic]
[61][0m:0s][6]                      [AV_FileVar]    Generating 1 entries for [NPC_ | 0027E9Automatic Variants.esp | AV_StarXAVPackage_Draugr_Skin_STXDraugr05_EncDraugr03TemplateMagic]
[62][0m:0s][7]                      [AV_FileVar]    Generating 1 entries for [NPC_ | 0027EAAutomatic Variants.esp | AV_StarXAVPackage_Draugr_Skin_STXDraugr06_EncDraugr03TemplateMagic]
[63][0m:0s][7]                      [AV_FileVar]    Generating 1 entries for [NPC_ | 0027EBAutomatic Variants.esp | AV_StarXAVPackage_Draugr_Skin_STXDraugr07_EncDraugr03TemplateMagic]
[64][0m:0s][6]                      [AV_FileVar]    Generating 1 entries for [NPC_ | 0027ECAutomatic Variants.esp | AV_StarXAVPackage_Draugr_Skin_STXDraugr08_EncDraugr03TemplateMagic]
[65][0m:0s][7]                      [AV_FileVar]    Generating 1 entries for [NPC_ | 0027EDAutomatic Variants.esp | AV_StarXAVPackage_Draugr_Skin_STXDraugr09_EncDraugr03TemplateMagic]
[66][0m:0s][7]                      [AV_FileVar]    Generating 1 entries for [NPC_ | 0027EEAutomatic Variants.esp | AV_StarXAVPackage_Draugr_Skin_STXDraugr10_EncDraugr03TemplateMagic]
[67][0m:0s][7]                      [AV_FileVar]    Generating 1 entries for [NPC_ | 0027EFAutomatic Variants.esp | AV_StarXAVPackage_Draugr_Skin_STXDraugr11_EncDraugr03TemplateMagic]
[68][0m:0s][7]                      [AV_FileVar]    Generating 1 entries for [NPC_ | 0027F0Automatic Variants.esp | AV_StarXAVPackage_Draugr_Skin_STXDraugr12_EncDraugr03TemplateMagic]
[69][0m:0s][7]                      [AV_FileVar]    Generating 1 entries for [NPC_ | 0027F1Automatic Variants.esp | AV_StarXAVPackage_Draugr_Skin_STXDraugr13_EncDraugr03TemplateMagic]
[70][0m:0s][7]                      [AV_FileVar]    Generating 1 entries for [NPC_ | 0027F2Automatic Variants.esp | AV_StarXAVPackage_Draugr_Skin_STXDraugr14_EncDraugr03TemplateMagic]
[71][0m:0s][6]                      [AV_FileVar]    Generating 1 entries for [NPC_ | 0027F3Automatic Variants.esp | AV_StarXAVPackage_Draugr_Skin_STXDraugr15_EncDraugr03TemplateMagic]
[72][0m:0s][7]                      [AV_FileVar]    Generating 1 entries for [NPC_ | 00143AAutomatic Variants.esp | AV_OrigVar_EncDraugr03TemplateMagic]
[73][0m:0s][5]                      [AV_FileVar]  --------------------------------------------------
[74][0m:0s][13]                     [AV_FileVar]  Generating for [NPC_ | 05B753Skyrim.esm | EncDraugr02Template2H]
[75][0m:0s][43]                     [AV_FileVar]    Generating 1 entries for [NPC_ | 002713Automatic Variants.esp | AV_StarXAVPackage_Draugr_Skin_STXDraugr01_EncDraugr02Template2H]
[76][0m:0s][7]                      [AV_FileVar]    Generating 1 entries for [NPC_ | 002714Automatic Variants.esp | AV_StarXAVPackage_Draugr_Skin_STXDraugr02_EncDraugr02Template2H]
[77][0m:0s][7]                      [AV_FileVar]    Generating 1 entries for [NPC_ | 002715Automatic Variants.esp | AV_StarXAVPackage_Draugr_Skin_STXDraugr03_EncDraugr02Template2H]
[78][0m:0s][7]                      [AV_FileVar]    Generating 1 entries for [NPC_ | 002716Automatic Variants.esp | AV_StarXAVPackage_Draugr_Skin_STXDraugr04_EncDraugr02Template2H]
[79][0m:0s][7]                      [AV_FileVar]    Generating 1 entries for [NPC_ | 002717Automatic Variants.esp | AV_StarXAVPackage_Draugr_Skin_STXDraugr05_EncDraugr02Template2H]
[80][0m:0s][7]                      [AV_FileVar]    Generating 1 entries for [NPC_ | 002718Automatic Variants.esp | AV_StarXAVPackage_Draugr_Skin_STXDraugr06_EncDraugr02Template2H]
[81][0m:0s][6]                      [AV_FileVar]    Generating 1 entries for [NPC_ | 002719Automatic Variants.esp | AV_StarXAVPackage_Draugr_Skin_STXDraugr07_EncDraugr02Template2H]
[82][0m:0s][7]                      [AV_FileVar]    Generating 1 entries for [NPC_ | 00271AAutomatic Variants.esp | AV_StarXAVPackage_Draugr_Skin_STXDraugr08_EncDraugr02Template2H]
[83][0m:0s][7]                      [AV_FileVar]    Generating 1 entries for [NPC_ | 00271BAutomatic Variants.esp | AV_StarXAVPackage_Draugr_Skin_STXDraugr09_EncDraugr02Template2H]
[84][0m:0s][7]                      [AV_FileVar]    Generating 1 entries for [NPC_ | 00271CAutomatic Variants.esp | AV_StarXAVPackage_Draugr_Skin_STXDraugr10_EncDraugr02Template2H]
[85][0m:0s][7]                      [AV_FileVar]    Generating 1 entries for [NPC_ | 00271DAutomatic Variants.esp | AV_StarXAVPackage_Draugr_Skin_STXDraugr11_EncDraugr02Template2H]
[86][0m:0s][7]                      [AV_FileVar]    Generating 1 entries for [NPC_ | 00271EAutomatic Variants.esp | AV_StarXAVPackage_Draugr_Skin_STXDraugr12_EncDraugr02Template2H]
[87][0m:0s][7]                      [AV_FileVar]    Generating 1 entries for [NPC_ | 00271FAutomatic Variants.esp | AV_StarXAVPackage_Draugr_Skin_STXDraugr13_EncDraugr02Template2H]
[88][0m:0s][7]                      [AV_FileVar]    Generating 1 entries for [NPC_ | 002720Automatic Variants.esp | AV_StarXAVPackage_Draugr_Skin_STXDraugr14_EncDraugr02Template2H]
[89][0m:0s][7]                      [AV_FileVar]    Generating 1 entries for [NPC_ | 002721Automatic Variants.esp | AV_StarXAVPackage_Draugr_Skin_STXDraugr15_EncDraugr02Template2H]
[90][0m:0s][7]                      [AV_FileVar]    Generating 1 entries for [NPC_ | 001240Automatic Variants.esp | AV_OrigVar_EncDraugr02Template2H]
[91][0m:0s][4]                      [AV_FileVar]  --------------------------------------------------
[92][0m:0s][12]                     [AV_FileVar]  Generating for [NPC_ | 061AF9Skyrim.esm | TG02MercenaryBasement02]
[93][0m:0s][28]                     [AV_FileVar]    Generating 1 entries for [NPC_ | 0010EBAutomatic Variants.esp | AV_OrigVar_TG02MercenaryBasement02]
[94][0m:0s][7]                      [AV_FileVar]  --------------------------------------------------
[95][0m:0s][12]                     [AV_FileVar]  Generating for [NPC_ | 074F89Skyrim.esm | EncWitchFire02ImperialF]
[96][0m:0s][24]                     [AV_FileVar]    Generating 1 entries for [NPC_ | 0011A1Automatic Variants.esp | AV_OrigVar_EncWitchFire02ImperialF]
[97][0m:0s][5]                      [AV_FileVar]  --------------------------------------------------
[98][0m:0s][10]                     [AV_FileVar]  Generating for [NPC_ | 045C7CSkyrim.esm | EncWarlock03TemplateStorm]
[99][0m:0s][24]                     [AV_FileVar]    Generating 1 entries for [NPC_ | 00136EAutomatic Variants.esp | AV_OrigVar_EncWarlock03TemplateStorm]
[100][0m:0s][5]                     [AV_FileVar]  --------------------------------------------------
[101][0m:0s][11]                    [AV_FileVar]  Generating for [NPC_ | 03B540Skyrim.esm | EncDraugr05Melee1HEbonyHeadF00]
[102][0m:0s][38]                    [AV_FileVar]    Generating 1 entries for [NPC_ | 002C2CAutomatic Variants.esp | AV_StarXAVPackage_Draugr_Skin_STXDraugr01_EncDraugr05Melee1HEbonyHeadF00]
[103][0m:0s][9]                     [AV_FileVar]    Generating 1 entries for [NPC_ | 002C2DAutomatic Variants.esp | AV_StarXAVPackage_Draugr_Skin_STXDraugr02_EncDraugr05Melee1HEbonyHeadF00]
[104][0m:0s][6]                     [AV_FileVar]    Generating 1 entries for [NPC_ | 002C2EAutomatic Variants.esp | AV_StarXAVPackage_Draugr_Skin_STXDraugr03_EncDraugr05Melee1HEbonyHeadF00]
[105][0m:0s][7]                     [AV_FileVar]    Generating 1 entries for [NPC_ | 002C2FAutomatic Variants.esp | AV_StarXAVPackage_Draugr_Skin_STXDraugr04_EncDraugr05Melee1HEbonyHeadF00]
[106][0m:0s][7]                     [AV_FileVar]    Generating 1 entries for [NPC_ | 002C30Automatic Variants.esp | AV_StarXAVPackage_Draugr_Skin_STXDraugr05_EncDraugr05Melee1HEbonyHeadF00]
[107][0m:0s][59]                    [AV_FileVar]    Generating 1 entries for [NPC_ | 002C31Automatic Variants.esp | AV_StarXAVPackage_Draugr_Skin_STXDraugr06_EncDraugr05Melee1HEbonyHeadF00]
[108][0m:0s][7]                     [AV_FileVar]    Generating 1 entries for [NPC_ | 002C32Automatic Variants.esp | AV_StarXAVPackage_Draugr_Skin_STXDraugr07_EncDraugr05Melee1HEbonyHeadF00]
[109][0m:0s][7]                     [AV_FileVar]    Generating 1 entries for [NPC_ | 002C33Automatic Variants.esp | AV_StarXAVPackage_Draugr_Skin_STXDraugr08_EncDraugr05Melee1HEbonyHeadF00]
[110][0m:0s][6]                     [AV_FileVar]    Generating 1 entries for [NPC_ | 002C34Automatic Variants.esp | AV_StarXAVPackage_Draugr_Skin_STXDraugr09_EncDraugr05Melee1HEbonyHeadF00]
[111][0m:0s][7]                     [AV_FileVar]    Generating 1 entries for [NPC_ | 002C35Automatic Variants.esp | AV_StarXAVPackage_Draugr_Skin_STXDraugr10_EncDraugr05Melee1HEbonyHeadF00]
[112][0m:0s][7]                     [AV_FileVar]    Generating 1 entries for [NPC_ | 002C36Automatic Variants.esp | AV_StarXAVPackage_Draugr_Skin_STXDraugr11_EncDraugr05Melee1HEbonyHeadF00]
[113][0m:0s][7]                     [AV_FileVar]    Generating 1 entries for [NPC_ | 002C37Automatic Variants.esp | AV_StarXAVPackage_Draugr_Skin_STXDraugr12_EncDraugr05Melee1HEbonyHeadF00]
[114][0m:0s][7]                     [AV_FileVar]    Generating 1 entries for [NPC_ | 002C38Automatic Variants.esp | AV_StarXAVPackage_Draugr_Skin_STXDraugr13_EncDraugr05Melee1HEbonyHeadF00]
[115][0m:0s][7]                     [AV_FileVar]    Generating 1 entries for [NPC_ | 002C39Automatic Variants.esp | AV_StarXAVPackage_Draugr_Skin_STXDraugr14_EncDraugr05Melee1HEbonyHeadF00]
[116][0m:0s][7]                     [AV_FileVar]    Generating 1 entries for [NPC_ | 002C3AAutomatic Variants.esp | AV_StarXAVPackage_Draugr_Skin_STXDraugr15_EncDraugr05Melee1HEbonyHeadF00]
[117][0m:0s][7]                     [AV_FileVar]    Generating 1 entries for [NPC_ | 0014BFAutomatic Variants.esp | AV_OrigVar_EncDraugr05Melee1HEbonyHeadF00]
[118][0m:0s][4]                     [AV_FileVar]  --------------------------------------------------
[119][0m:0s][12]                    [AV_FileVar]  Generating for [NPC_ | 045C61Skyrim.esm | EncWarlock02TemplateStorm]
[120][0m:0s][27]                    [AV_FileVar]    Generating 1 entries for [NPC_ | 00138AAutomatic Variants.esp | AV_OrigVar_EncWarlock02TemplateStorm]
[121][0m:0s][5]                     [AV_FileVar]  --------------------------------------------------
[122][0m:0s][12]                    [AV_FileVar]  Generating for [NPC_ | 0E1037Skyrim.esm | EncWarlockNecro02BossHighElfF]
[123][0m:0s][24]                    [AV_FileVar]    Generating 1 entries for [NPC_ | 00102EAutomatic Variants.esp | AV_OrigVar_EncWarlockNecro02BossHighElfF]
[124][0m:0s][5]                     [AV_FileVar]  --------------------------------------------------
[125][0m:0s][11]                    [AV_FileVar]  Generating for [NPC_ | 048117Skyrim.esm | TreasCorpseCommonerRedguardFemale]
[126][0m:0s][24]                    [AV_FileVar]    Generating 1 entries for [NPC_ | 0012FEAutomatic Variants.esp | AV_OrigVar_TreasCorpseCommonerRedguardFemale]
[127][0m:0s][5]                     [AV_FileVar]  --------------------------------------------------
[128][0m:0s][11]                    [AV_FileVar]  Generating for [NPC_ | 10E753Skyrim.esm | EncDwarvenCenturion02]
[129][0m:0s][24]                    [AV_FileVar]    Generating 1 entries for [NPC_ | 000DABAutomatic Variants.esp | AV_OrigVar_EncDwarvenCenturion02]
[130][0m:0s][5]                     [AV_FileVar]  --------------------------------------------------
[131][0m:0s][10]                    [AV_FileVar]  Generating for [NPC_ | 104F46Skyrim.esm | DA05EncWhiteStag]
[132][0m:0s][24]                    [AV_FileVar]    Generating 1 entries for [NPC_ | 003894Automatic Variants.esp | AV_BellyachesAnimals_Deer_Skin_Deer_DA05EncWhiteStag]
[133][0m:0s][7]                     [AV_FileVar]    Generating 1 entries for [NPC_ | 000E17Automatic Variants.esp | AV_OrigVar_DA05EncWhiteStag]
[134][0m:0s][5]                     [AV_FileVar]  --------------------------------------------------
[135][0m:0s][11]                    [AV_FileVar]  Generating for [NPC_ | 0E1020Skyrim.esm | EncWarlockIce03BossNordM]
[136][0m:0s][24]                    [AV_FileVar]    Generating 1 entries for [NPC_ | 001044Automatic Variants.esp | AV_OrigVar_EncWarlockIce03BossNordM]
[137][0m:0s][5]                     [AV_FileVar]  --------------------------------------------------
[138][0m:0s][11]                    [AV_FileVar]  Generating for [NPC_ | 04429CSkyrim.esm | EncForsworn06MagicBretonF02]
[139][0m:0s][25]                    [AV_FileVar]    Generating 1 entries for [NPC_ | 0013E7Automatic Variants.esp | AV_OrigVar_EncForsworn06MagicBretonF02]
[140][0m:0s][5]                     [AV_FileVar]  --------------------------------------------------
[141][0m:0s][11]                    [AV_FileVar]  Generating for [NPC_ | 044283Skyrim.esm | EncForsworn04MissileBretonM01]
[142][0m:0s][24]                    [AV_FileVar]    Generating 1 entries for [NPC_ | 0013FCAutomatic Variants.esp | AV_OrigVar_EncForsworn04MissileBretonM01]
[143][0m:0s][5]                     [AV_FileVar]  --------------------------------------------------
[144][0m:0s][17]                    [AV_FileVar]  Generating for [NPC_ | 064ABASkyrim.esm | DA13EncAfflicted06TemplateMissile]
[145][0m:0s][26]                    [AV_FileVar]    Generating 1 entries for [NPC_ | 000F48Automatic Variants.esp | AV_OrigVar_DA13EncAfflicted06TemplateMissile]
[146][0m:0s][7]                     [AV_FileVar]  --------------------------------------------------
[147][0m:0s][15]                    [AV_FileVar]  Generating for [NPC_ | 05B90DSkyrim.esm | dunPOITalosWorshipperCorpse01]
[148][0m:0s][24]                    [AV_FileVar]    Generating 1 entries for [NPC_ | 0010F1Automatic Variants.esp | AV_OrigVar_dunPOITalosWorshipperCorpse01]
[149][0m:0s][5]                     [AV_FileVar]  --------------------------------------------------
[150][0m:0s][11]                    [AV_FileVar]  Generating for [NPC_ | 068D07Skyrim.esm | EncHorseBlack]
[151][0m:0s][32]                    [AV_FileVar]    Generating 1 entries for [NPC_ | 0038E4Automatic Variants.esp | AV_BellyachesAnimals_Horse_Skin_BlackAndWhite_EncHorseBlack]
[152][0m:0s][7]                     [AV_FileVar]    Generating 1 entries for [NPC_ | 0038E5Automatic Variants.esp | AV_BellyachesAnimals_Horse_Skin_BlackSpotted_EncHorseBlack]
[153][0m:0s][6]                     [AV_FileVar]    Generating 1 entries for [NPC_ | 0038E6Automatic Variants.esp | AV_BellyachesAnimals_Horse_Skin_BlueRoan_EncHorseBlack]
[154][0m:0s][7]                     [AV_FileVar]    Generating 1 entries for [NPC_ | 0038E7Automatic Variants.esp | AV_BellyachesAnimals_Horse_Skin_DappleDark_EncHorseBlack]
[155][0m:0s][6]                     [AV_FileVar]    Generating 1 entries for [NPC_ | 0038E8Automatic Variants.esp | AV_BellyachesAnimals_Horse_Skin_DappleLight_EncHorseBlack]
[156][0m:0s][7]                     [AV_FileVar]    Generating 1 entries for [NPC_ | 0038E9Automatic Variants.esp | AV_BellyachesAnimals_Horse_Skin_DirtyGrey_EncHorseBlack]
[157][0m:0s][7]                     [AV_FileVar]    Generating 1 entries for [NPC_ | 0038EAAutomatic Variants.esp | AV_BellyachesAnimals_Horse_Skin_Dun_EncHorseBlack]
[158][0m:0s][7]                     [AV_FileVar]    Generating 1 entries for [NPC_ | 0038EBAutomatic Variants.esp | AV_BellyachesAnimals_Horse_Skin_Normal_EncHorseBlack]
[159][0m:0s][7]                     [AV_FileVar]    Generating 1 entries for [NPC_ | 0038ECAutomatic Variants.esp | AV_BellyachesAnimals_Horse_Skin_PangareDark_EncHorseBlack]
[160][0m:0s][7]                     [AV_FileVar]    Generating 1 entries for [NPC_ | 0038EDAutomatic Variants.esp | AV_BellyachesAnimals_Horse_Skin_PangareLight_EncHorseBlack]
[161][0m:0s][7]                     [AV_FileVar]    Generating 1 entries for [NPC_ | 0038EEAutomatic Variants.esp | AV_BellyachesAnimals_Horse_Skin_Piebald_EncHorseBlack]
[162][0m:0s][26]                    [AV_FileVar]    Generating 1 entries for [NPC_ | 0038EFAutomatic Variants.esp | AV_BellyachesAnimals_Horse_Skin_White_EncHorseBlack]
[163][0m:0s][7]                     [AV_FileVar]    Generating 1 entries for [NPC_ | 000ED6Automatic Variants.esp | AV_OrigVar_EncHorseBlack]
[164][0m:0s][4]                     [AV_FileVar]  --------------------------------------------------
[165][0m:0s][13]                    [AV_FileVar]  Generating for [NPC_ | 064A50Skyrim.esm | Da13EncAfflicted04Melee1HCondF]
[166][0m:0s][25]                    [AV_FileVar]    Generating 1 entries for [NPC_ | 000FABAutomatic Variants.esp | AV_OrigVar_Da13EncAfflicted04Melee1HCondF]
[167][0m:0s][5]                     [AV_FileVar]  --------------------------------------------------
[168][0m:0s][12]                    [AV_FileVar]  Generating for [NPC_ | 039D24Skyrim.esm | EncBandit06Melee1HRedguardF]
[169][0m:0s][24]                    [AV_FileVar]    Generating 1 entries for [NPC_ | 00153CAutomatic Variants.esp | AV_OrigVar_EncBandit06Melee1HRedguardF]
[170][0m:0s][5]                     [AV_FileVar]  --------------------------------------------------
[171][0m:0s][10]                    [AV_FileVar]  Generating for [NPC_ | 0387C4Skyrim.esm | EncDraugr01MissileHeadM01]
[172][0m:0s][33]                    [AV_FileVar]    Generating 1 entries for [NPC_ | 0029B6Automatic Variants.esp | AV_StarXAVPackage_Draugr_Skin_STXDraugr01_EncDraugr01MissileHeadM01]
[173][0m:0s][7]                     [AV_FileVar]    Generating 1 entries for [NPC_ | 0029B7Automatic Variants.esp | AV_StarXAVPackage_Draugr_Skin_STXDraugr02_EncDraugr01MissileHeadM01]
[174][0m:0s][7]                     [AV_FileVar]    Generating 1 entries for [NPC_ | 0029B8Automatic Variants.esp | AV_StarXAVPackage_Draugr_Skin_STXDraugr03_EncDraugr01MissileHeadM01]
[175][0m:0s][7]                     [AV_FileVar]    Generating 1 entries for [NPC_ | 0029B9Automatic Variants.esp | AV_StarXAVPackage_Draugr_Skin_STXDraugr04_EncDraugr01MissileHeadM01]
[176][0m:0s][6]                     [AV_FileVar]    Generating 1 entries for [NPC_ | 0029BAAutomatic Variants.esp | AV_StarXAVPackage_Draugr_Skin_STXDraugr05_EncDraugr01MissileHeadM01]
[177][0m:0s][7]                     [AV_FileVar]    Generating 1 entries for [NPC_ | 0029BBAutomatic Variants.esp | AV_StarXAVPackage_Draugr_Skin_STXDraugr06_EncDraugr01MissileHeadM01]
[178][0m:0s][7]                     [AV_FileVar]    Generating 1 entries for [NPC_ | 0029BCAutomatic Variants.esp | AV_StarXAVPackage_Draugr_Skin_STXDraugr07_EncDraugr01MissileHeadM01]
[179][0m:0s][6]                     [AV_FileVar]    Generating 1 entries for [NPC_ | 0029BDAutomatic Variants.esp | AV_StarXAVPackage_Draugr_Skin_STXDraugr08_EncDraugr01MissileHeadM01]
